Id_studenta;Imie;Nazwisko;Uczelnia;;Miejsce_zam;Rok_studiow;Dochod_na_osobe;kod_pocztowy;miejsce_zam;;kod_pocztowy;miejsce_zam;id_uczelni;id_miasta;
583;Barbara;Balwierz;Uniwersytet Królewski;10;Krzeszowice 91-488;V;2746;91-488;Krzeszowice;;91-488;Krzeszowice;5;91;
584;Anna;Antosiewicz;Uniwersytet Pedagogiczny;10;Siemianowice Sląskie 09-006;I;569;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;7;162;
585;Sara;Koterba;Uniwersytet Królewski;10;Zawiercie 58-922;I;1389;58-922;Zawiercie;;58-922;Zawiercie;5;215;
586;Miroslawa;Krasuska;Politechnika Królewska;10;Myszków 91-786;III;3018;91-786;Myszków;;91-786;Myszków;3;122;
587;Patrycja;Kochanska;Uniwersytet Królewski;10;Nowy Sącz 62-813;I;1111;62-813;Nowy Sącz;;62-813;Nowy Sącz;5;124;
588;Tomasz;Ichniowski;Uniwersytet Królewski;10;Krapkowice 94-560;II;783;94-560;Krapkowice;;94-560;Krapkowice;5;87;
589;Stanislaw;Bialkowski;Politechnika Królewska;10;Sławków 42-081;II;3244;42-081;Sławków;;42-081;Sławków;3;167;
590;Piotr;Kalicinski;Uniwersytet Królewski;10;Mikołów 96-497;III;1155;96-497;Mikołów;;96-497;Mikołów;5;116;
591;Roman;Banasik;Uniwersytet Rolniczy;10;Sanok 71-890;I;2845;71-890;Sanok;;71-890;Sanok;8;160;
592;Michal;Zawadzki;Politechnika Królewska;10;Rajcza 18-286;I;1501;18-286;Rajcza;;18-286;Rajcza;3;155;
593;Klaudia;Janecka;Akademia Sztuk Pięknych;#N/D;Jejkowice 67-738;I;1257;67-738;Jejkowice;;67-738;Jejkowice;1;63;
594;Danuta;Chyza;Politechnika Informatyczno-Elektroniczna;10;Rzeszów 89-735;III;1787;89-735;Rzeszów;;89-735;Rzeszów;2;159;
595;Bartosz;Grzesik;Uniwersytet Królewski;10;Nysa 72-297;I;725;72-297;Nysa;;72-297;Nysa;5;126;
596;Milosz;Michalski;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;II;493;72-241;Katowice;;72-241;Katowice;2;71;
597;Michal;Baja;Uniwersytet Ekonomiczny;10;Chełm 37-997;I;2916;37-997;Chełm;;37-997;Chełm;4;20;
598;Marcin;Bielak;Uniwersytet Królewski;10;Siemianowice Sląskie 09-006;I;1164;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;5;162;
599;Henryk;Chlopicki;Uniwersytet Królewski;10;Mikołów 96-497;I;951;96-497;Mikołów;;96-497;Mikołów;5;116;
600;Marcin;Jader;Politechnika Informatyczno-Elektroniczna;10;Lędziny 27-535;I;1074;27-535;Lędziny;;27-535;Lędziny;2;99;
601;Elzbieta;Sikora;Politechnika Informatyczno-Elektroniczna;10;Nałęczów 83-630;IV;2468;83-630;Nałęczów;;83-630;Nałęczów;2;123;
602;Ewa;Barek;Uniwersytet Sportu i Turystyki;10;Alwernia 27-938;I;2880;27-938;Alwernia;;27-938;Alwernia;9;2;
603;Kinga;Kaszyca;Politechnika Informatyczno-Elektroniczna;10;Zamość 99-773;I;1299;99-773;Zamość;;99-773;Zamość;2;214;
604;Piotr;Pszczola;Uniwersytet Ekonomiczny;10;Mysłowice 13-220;I;1048;13-220;Mysłowice;;13-220;Mysłowice;4;121;
605;Barbara;Banowska;Politechnika Informatyczno-Elektroniczna;10;Sosnowiec 14-721;I;2846;14-721;Sosnowiec;;14-721;Sosnowiec;2;170;
606;Piotr;Jedruszczak;Uniwersytet Królewski;10;Tychy 76-939;I;2995;76-939;Tychy;;76-939;Tychy;5;193;
607;Zofia;Boska;Uniwersytet Królewski;10;Tomaszów Lubelski 95-084;II;3037;95-084;Tomaszów Lubelski;;95-084;Tomaszów Lubelski;5;189;
608;Joanna;Para;Politechnika Królewska;10;Wadowice 47-222;II;1930;47-222;Wadowice;;47-222;Wadowice;3;195;
609;Kamila;Borowska;Politechnika Królewska;10;Siemianowice Sląskie 09-006;I;2743;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;3;162;
610;Monika;Chrzanik;Politechnika Królewska;10;Gliwice 11-608;I;2943;11-608;Gliwice;;11-608;Gliwice;3;43;
611;Marek;Wypchlo;Uniwersytet Królewski;10;Sanok 71-890;I;1041;71-890;Sanok;;71-890;Sanok;5;160;
612;Michal;Lowik;Uniwersytet Królewski;10;Iława 70-459;III;1437;70-459;Iława;;70-459;Iława;5;54;
613;Wojciech;Janocha;Uniwersytet Pedagogiczny;10;Piwniczna-Zdrój 09-592;II;3289;09-592;Piwniczna-Zdrój;;09-592;Piwniczna-Zdrój;7;141;
614;Tomasz;Basinski;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;II;1032;72-241;Katowice;;72-241;Katowice;2;71;
615;Klaudiusz;Ostrowski;Uniwersytet Królewski;10;Nowy Targ 84-043;III;1555;84-043;Nowy Targ;;84-043;Nowy Targ;5;125;
616;Danuta;Telejko;Politechnika Informatyczno-Elektroniczna;10;Zabrze 91-525;IV;996;91-525;Zabrze;;91-525;Zabrze;2;211;
617;Michal;Rokosz;Politechnika Informatyczno-Elektroniczna;10;Zgorzelec 79-972;II;751;79-972;Zgorzelec;;79-972;Zgorzelec;2;216;
618;Piotr;Pienkowski;Politechnika Informatyczno-Elektroniczna;10;Tarnobrzeg 85-266;I;1425;85-266;Tarnobrzeg;;85-266;Tarnobrzeg;2;185;
619;Jan;Razny;Akademia Sztuk Pięknych;#N/D;Tworóg 62-560;III;1732;62-560;Tworóg;;62-560;Tworóg;1;192;
620;Stefan;Wlodarczyk;Politechnika Królewska;10;Chorzów 97-545;IV;571;97-545;Chorzów;;97-545;Chorzów;3;21;
621;Zofia;Kielbus;Uniwersytet Ekonomiczny;10;Prudnik 09-823;II;1384;09-823;Prudnik;;09-823;Prudnik;4;145;
622;Celina;Dobrzanska;Uniwersytet Rolniczy;10;Siewierz 65-885;I;3324;65-885;Siewierz;;65-885;Siewierz;8;164;
623;Joanna;Letka;Politechnika Informatyczno-Elektroniczna;10;Oświęcim 27-702;II;2560;27-702;Oświęcim;;27-702;Oświęcim;2;135;
624;Katarzyna;Oleksy;Uniwersytet Królewski;10;Żywiec 00-137;I;2117;00-137;Żywiec;;00-137;Żywiec;5;220;
625;Jan;Trzmielewski;Politechnika Informatyczno-Elektroniczna;10;Lwówek Sląski 11-782;II;2094;11-782;Lwówek Sląski;;11-782;Lwówek Sląski;2;105;
626;Helena;Gawlicz;Uniwersytet Królewski;10;Aleksandrow Kujawski 53-614;I;2349;53-614;Aleksandrow Kujawski;;53-614;Aleksandrow Kujawski;5;1;
627;Tomasz;Mazurek;Politechnika Królewska;10;Kuźnica Białostocka 81-042;V;2409;81-042;Kuźnica Białostocka;;81-042;Kuźnica Białostocka;3;95;
628;Roch;Lechowicz;Uniwersytet Królewski;10;Mikołów 96-497;II;2674;96-497;Mikołów;;96-497;Mikołów;5;116;
629;Marek;Nosowski;Politechnika Informatyczno-Elektroniczna;10;Białaszewo 56-545;I;486;56-545;Białaszewo;;56-545;Białaszewo;2;9;
630;Kamil;Kwiatkowski;Politechnika Informatyczno-Elektroniczna;10;Brańsk 29-325;IV;3318;29-325;Brańsk;;29-325;Brańsk;2;14;
631;Adam;Banas;Politechnika Informatyczno-Elektroniczna;10;Krzeszowice 91-488;I;1991;91-488;Krzeszowice;;91-488;Krzeszowice;2;91;
632;Katarzyna;Jokiel;Akademia Sztuk Pięknych;#N/D;Ogrodzieniec 82-082;I;847;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;1;129;
633;Pawel;Jasiak;Wyższa Szkoła Techniczna;10;Włocławek 10-408;I;3277;10-408;Włocławek;;10-408;Włocławek;10;204;
634;Wojciech;Musiol;Uniwersytet Królewski;10;Mikołów 96-497;III;2972;96-497;Mikołów;;96-497;Mikołów;5;116;
635;Weronika;Kaczmarek;Politechnika Królewska;10;Wodzisław Sląski 83-544;II;1140;83-544;Wodzisław Sląski;;83-544;Wodzisław Sląski;3;206;
636;Pawel;Janowicz;Politechnika Informatyczno-Elektroniczna;10;Miechów 47-553;I;2133;47-553;Miechów;;47-553;Miechów;2;111;
637;Miron;Sledziak;Politechnika Informatyczno-Elektroniczna;10;Szczecin 22-544;III;2397;22-544;Szczecin;;22-544;Szczecin;2;177;
638;Iwona;Kromolowska;Uniwersytet Królewski;10;Kłomnice 43-045;I;2387;43-045;Kłomnice;;43-045;Kłomnice;5;77;
639;Sylwester;Borkowski;Politechnika Królewska;10;Szczyrk 75-361;IV;1683;75-361;Szczyrk;;75-361;Szczyrk;3;180;
640;Zuzanna;Wronska;Politechnika Informatyczno-Elektroniczna;10;Skierniewice 18-665;II;878;18-665;Skierniewice;;18-665;Skierniewice;2;165;
641;Tomasz;Koscielny;Politechnika Informatyczno-Elektroniczna;10;Mysłowice 13-220;II;2245;13-220;Mysłowice;;13-220;Mysłowice;2;121;
642;Ada;Drukarczyk;Politechnika Informatyczno-Elektroniczna;10;Mysłowice 13-220;I;2353;13-220;Mysłowice;;13-220;Mysłowice;2;121;
643;Karol;Andrus;Politechnika Królewska;10;Nowy Targ 84-043;V;1775;84-043;Nowy Targ;;84-043;Nowy Targ;3;125;
644;Alicja;Medynska;Politechnika Królewska;10;Krzyż Wielkopolski 09-310;I;590;09-310;Krzyż Wielkopolski;;09-310;Krzyż Wielkopolski;3;92;
645;Katarzyna;Kwiecien;Politechnika Informatyczno-Elektroniczna;10;Bielsk Podlaski 96-087;II;772;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;2;11;
646;Felicja;Ostrowska;Uniwersytet Rolniczy;10;Tarnowskie Góry 24-243;II;2466;24-243;Tarnowskie Góry;;24-243;Tarnowskie Góry;8;186;
647;Barbara;Przywarska;Politechnika Królewska;10;Sosnowiec 14-721;I;3020;14-721;Sosnowiec;;14-721;Sosnowiec;3;170;
648;Malwina;Kabala;Politechnika Informatyczno-Elektroniczna;10;Wadowice 47-222;I;2691;47-222;Wadowice;;47-222;Wadowice;2;195;
649;Lucyna;Trzopek;Uniwersytet Królewski;10;Sławków 42-081;V;2758;42-081;Sławków;;42-081;Sławków;5;167;
650;Kamil;Polkowski;Politechnika Królewska;10;Katowice 72-241;II;357;72-241;Katowice;;72-241;Katowice;3;71;
651;Czeslawa;Kalinowska;Uniwersytet Królewski;10;Brzesko 96-703;V;2752;96-703;Brzesko;;96-703;Brzesko;5;16;
652;Emilia;Banach;Politechnika Informatyczno-Elektroniczna;10;Rogoźnik 74-768;I;2695;74-768;Rogoźnik;;74-768;Rogoźnik;2;156;
653;Wiktoria;Gorska;Politechnika Informatyczno-Elektroniczna;10;Żory 29-724;II;391;29-724;Żory;;29-724;Żory;2;218;
654;Dariusz;Hentelski;Uniwersytet Królewski;10;Siewierz 65-885;I;1750;65-885;Siewierz;;65-885;Siewierz;5;164;
655;Pawel;Pawlowski;Politechnika Królewska;10;Konin 39-551;I;2802;39-551;Konin;;39-551;Konin;3;83;
656;Krzysztof;Siemion;Uniwersytet Sportu i Turystyki;10;Radom 43-586;V;2344;43-586;Radom;;43-586;Radom;9;154;
657;Marcin;Bienkowski;Politechnika Informatyczno-Elektroniczna;10;Będzin 69-501;I;3025;69-501;Będzin;;69-501;Będzin;2;7;
658;Artur;Dartcjan;Politechnika Informatyczno-Elektroniczna;10;Piechowice 57-943;I;1008;57-943;Piechowice;;57-943;Piechowice;2;137;
659;Felicja;Adamkowska;Uniwersytet Królewski;10;Nowy Sącz 62-813;I;617;62-813;Nowy Sącz;;62-813;Nowy Sącz;5;124;
660;Karolina;Naparstek;Politechnika Informatyczno-Elektroniczna;10;Nowy Sącz 62-813;I;2409;62-813;Nowy Sącz;;62-813;Nowy Sącz;2;124;
661;Aleksandra;Wybraniec;Uniwersytet Królewski;10;Koszalin 36-759;I;764;36-759;Koszalin;;36-759;Koszalin;5;85;
662;Michal;Otwinowski;Uniwersytet Królewski;10;Ustroń 51-637;I;2659;51-637;Ustroń;;51-637;Ustroń;5;194;
663;Lechoslawa;Burcz;Uniwersytet Rolniczy;10;Kobylin-Borzymy 21-258;III;2874;21-258;Kobylin-Borzymy;;21-258;Kobylin-Borzymy;8;79;
664;Bozena;Sowa;Uniwersytet Pedagogiczny;10;Siewierz 65-885;I;691;65-885;Siewierz;;65-885;Siewierz;7;164;
665;Kacper;Luty;Uniwersytet Królewski;10;Wodzisław Sląski 83-544;III;3201;83-544;Wodzisław Sląski;;83-544;Wodzisław Sląski;5;206;
666;Wioletta;Pacula;Uniwersytet Królewski;10;Pila 06-355;V;2742;06-355;Pila;;06-355;Pila;5;138;
667;Szczepan;Sobczak;Uniwersytet Królewski;10;Mysłowice 13-220;V;902;13-220;Mysłowice;;13-220;Mysłowice;5;121;
668;Kacper;Babinski;Uniwersytet Królewski;10;Wadowice 47-222;I;831;47-222;Wadowice;;47-222;Wadowice;5;195;
669;Alicja;Barczynska;Uniwersytet Królewski;10;Bezledy 75-057;I;2679;75-057;Bezledy;;75-057;Bezledy;5;6;
670;Ewelina;Kobus;Politechnika Informatyczno-Elektroniczna;10;Brańsk 29-325;I;811;29-325;Brańsk;;29-325;Brańsk;2;14;
671;Agnieszka;Lencznarowicz;Uniwersytet Królewski;10;Myszków 91-786;III;478;91-786;Myszków;;91-786;Myszków;5;122;
672;Barbara;Barszczykiewicz;Politechnika Królewska;10;Świeradów-Zdrój 01-685;I;2827;01-685;Świeradów-Zdrój;;01-685;Świeradów-Zdrój;3;182;
673;Klara;Lipiec;Politechnika Informatyczno-Elektroniczna;10;Rabka 30-698;I;355;30-698;Rabka;;30-698;Rabka;2;152;
674;Jacek;Zuchowicz;Politechnika Informatyczno-Elektroniczna;10;Wisła 99-436;II;1668;99-436;Wisła;;99-436;Wisła;2;202;
675;Andrzej;Wisniewski;Politechnika Królewska;10;Katowice 72-241;I;2322;72-241;Katowice;;72-241;Katowice;3;71;
676;Oskar;Kolodziej;Politechnika Informatyczno-Elektroniczna;10;Gdynia 13-179;II;1535;13-179;Gdynia;;13-179;Gdynia;2;40;
677;Jakub;Piotrowski;Politechnika Informatyczno-Elektroniczna;10;Szczyrk 75-361;IV;2456;75-361;Szczyrk;;75-361;Szczyrk;2;180;
678;Bogumila;Grubba;Uniwersytet Królewski;10;Sośnicowice 15-658;V;858;15-658;Sośnicowice;;15-658;Sośnicowice;5;171;
679;Sandra;Swiatek;Uniwersytet Sportu i Turystyki;10;Ogrodzieniec 82-082;I;2456;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;9;129;
680;Anna;Barciszewska;Uniwersytet Rolniczy;10;Rogoźnik 74-768;I;709;74-768;Rogoźnik;;74-768;Rogoźnik;8;156;
681;Maryla;Ciechowicz;Uniwersytet Królewski;10;Pszczyna 53-858;I;2219;53-858;Pszczyna;;53-858;Pszczyna;5;148;
682;Katarzyna;Garbacz;Uniwersytet Królewski;10;Wadowice 47-222;I;2010;47-222;Wadowice;;47-222;Wadowice;5;195;
683;Jaroslaw;Walewski;Politechnika Informatyczno-Elektroniczna;10;Ogrodzieniec 82-082;II;356;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;2;129;
684;Amadeusz;Bartosik;Uniwersytet Królewski;10;Zawiercie 58-922;I;607;58-922;Zawiercie;;58-922;Zawiercie;5;215;
685;Marcin;Gorec;Politechnika Królewska;10;Suraż 76-117;I;2939;76-117;Suraż;;76-117;Suraż;3;174;
686;Maciej;Poradisz;Politechnika Informatyczno-Elektroniczna;10;Chalupki 70-071;III;3037;70-071;Chalupki;;70-071;Chalupki;2;19;
687;Jan;Barbucha;Uniwersytet Królewski;10;Ruda Sląska 12-684;I;3276;12-684;Ruda Sląska;;12-684;Ruda Sląska;5;157;
688;Magdalena;Nadarzyn;Politechnika Informatyczno-Elektroniczna;10;Będzin 69-501;I;1880;69-501;Będzin;;69-501;Będzin;2;7;
689;Celina;Pietras;Politechnika Informatyczno-Elektroniczna;10;Wojkowice 84-273;V;2872;84-273;Wojkowice;;84-273;Wojkowice;2;207;
690;Wanda;Rossudowska;Uniwersytet Pedagogiczny;10;Tychy 76-939;II;2554;76-939;Tychy;;76-939;Tychy;7;193;
691;Karolina;Tomsza;Politechnika Informatyczno-Elektroniczna;10;Racibórz 00-355;I;767;00-355;Racibórz;;00-355;Racibórz;2;153;
692;Bartosz;Ziolkowski;Uniwersytet Rolniczy;10;Wodzisław Sląski 83-544;I;3056;83-544;Wodzisław Sląski;;83-544;Wodzisław Sląski;8;206;
693;Kamil;Borysow;Politechnika Królewska;10;Prudnik 09-823;I;421;09-823;Prudnik;;09-823;Prudnik;3;145;
694;Irena;Ignaszewska;Uniwersytet Królewski;10;Tarnów 87-348;I;1160;87-348;Tarnów;;87-348;Tarnów;5;187;
695;Miroslawa;Grzesik;Uniwersytet Królewski;10;Nowy Targ 84-043;I;788;84-043;Nowy Targ;;84-043;Nowy Targ;5;125;
696;Krzysztof;Bladowicz;Politechnika Informatyczno-Elektroniczna;10;Myszków 91-786;I;2004;91-786;Myszków;;91-786;Myszków;2;122;
697;Maciej;Kula;Politechnika Informatyczno-Elektroniczna;10;Siedlce 14-461;I;2418;14-461;Siedlce;;14-461;Siedlce;2;161;
698;Kamil;Wieczorek;Uniwersytet Królewski;10;Tarnów 87-348;IV;2065;87-348;Tarnów;;87-348;Tarnów;5;187;
699;Ewa;Jurek;Politechnika Królewska;10;Siemianowice Sląskie 09-006;I;2101;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;3;162;
700;Zyta;Bugala;Uniwersytet Królewski;10;Pszczyna 53-858;II;1958;53-858;Pszczyna;;53-858;Pszczyna;5;148;
701;Beata;Stan;Politechnika Informatyczno-Elektroniczna;10;Aleksandrow Kujawski 53-614;I;2033;53-614;Aleksandrow Kujawski;;53-614;Aleksandrow Kujawski;2;1;
702;Juliusz;Wozniak;Uniwersytet Pedagogiczny;10;Koniaków 34-607;I;1523;34-607;Koniaków;;34-607;Koniaków;7;82;
703;Hanna;Okularczyk;Politechnika Informatyczno-Elektroniczna;10;Cieszyn 68-101;I;507;68-101;Cieszyn;;68-101;Cieszyn;2;25;
704;Aleksy;Borkowski;Politechnika Informatyczno-Elektroniczna;10;Witonia 21-857;IV;1035;21-857;Witonia;;21-857;Witonia;2;203;
705;Dorota;Byra;Politechnika Królewska;10;Zielona Góra 95-970;I;1233;95-970;Zielona Góra;;95-970;Zielona Góra;3;217;
706;Gertruda;Rzasowska;Akademia Sztuk Pięknych;#N/D;Wągrowiec 87-659;II;2877;87-659;Wągrowiec;;87-659;Wągrowiec;1;199;
707;Lukasz;Kostosz;Uniwersytet Królewski;10;Tarnowskie Góry 24-243;IV;1060;24-243;Tarnowskie Góry;;24-243;Tarnowskie Góry;5;186;
708;Pawel;Orczyk;Uniwersytet Królewski;10;Ruda Sląska 12-684;I;627;12-684;Ruda Sląska;;12-684;Ruda Sląska;5;157;
709;Natasza;Konewka;Wyższa Szkoła Techniczna;10;Szczekociny 66-008;V;2056;66-008;Szczekociny;;66-008;Szczekociny;10;179;
710;Alicja;Cygan;Uniwersytet Królewski;10;Zielona Góra 95-970;I;2578;95-970;Zielona Góra;;95-970;Zielona Góra;5;217;
711;Anna;Bugajska;Politechnika Informatyczno-Elektroniczna;10;Limanowa 65-385;I;412;65-385;Limanowa;;65-385;Limanowa;2;100;
712;Antoni;Wojtyra;Politechnika Informatyczno-Elektroniczna;10;Radom 43-586;I;2404;43-586;Radom;;43-586;Radom;2;154;
713;Jan;Matczak;Uniwersytet Królewski;10;Kielce 04-274;I;2042;04-274;Kielce;;04-274;Kielce;5;75;
714;Michal;Kopernik;Uniwersytet Królewski;10;Mikołów 96-497;I;499;96-497;Mikołów;;96-497;Mikołów;5;116;
715;Andrzej;Kozlowski;Uniwersytet Królewski;10;Szczyrk 75-361;I;2133;75-361;Szczyrk;;75-361;Szczyrk;5;180;
716;Adam;Jasiewicz;Uniwersytet Królewski;10;Rogoźnik 74-768;I;1554;74-768;Rogoźnik;;74-768;Rogoźnik;5;156;
717;Jan;Janosik;Uniwersytet Królewski;10;Julianka 95-306;III;736;95-306;Julianka;;95-306;Julianka;5;68;
718;Adam;Bledowski;Politechnika Informatyczno-Elektroniczna;10;Wadowice 47-222;I;1956;47-222;Wadowice;;47-222;Wadowice;2;195;
719;Klementyna;Mrozinska;Politechnika Informatyczno-Elektroniczna;10;Sośnicowice 15-658;I;1079;15-658;Sośnicowice;;15-658;Sośnicowice;2;171;
720;Aleksander;Pawlak;Politechnika Królewska;10;Gorzów Wielkopolski 78-003;III;705;78-003;Gorzów Wielkopolski;;78-003;Gorzów Wielkopolski;3;47;
721;Waclaw;Slaski;Politechnika Królewska;10;Siemianowice Sląskie 09-006;II;2809;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;3;162;
722;Jakub;Kanciala;Politechnika Informatyczno-Elektroniczna;10;Jejkowice 67-738;I;2021;67-738;Jejkowice;;67-738;Jejkowice;2;63;
723;Julia;Pondo;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;I;1019;72-241;Katowice;;72-241;Katowice;2;71;
724;Jozef;Biegar;Politechnika Królewska;10;Dąbrowa Górnicza 75-727;I;2878;75-727;Dąbrowa Górnicza;;75-727;Dąbrowa Górnicza;3;28;
725;Pawel;Beryl;Politechnika Informatyczno-Elektroniczna;10;Jędrzejów 62-049;I;2101;62-049;Jędrzejów;;62-049;Jędrzejów;2;66;
726;Paulina;Bulejska;Politechnika Informatyczno-Elektroniczna;10;Kędzierzyn-Koźle 81-133;I;1286;81-133;Kędzierzyn-Koźle;;81-133;Kędzierzyn-Koźle;2;73;
727;Wiktoria;Dobosz;Uniwersytet Królewski;10;Głubczyce 65-458;V;2498;65-458;Głubczyce;;65-458;Głubczyce;5;44;
728;Izabella;Bluza;Uniwersytet Królewski;10;Zabrodzie 71-608;III;3258;71-608;Zabrodzie;;71-608;Zabrodzie;5;210;
729;Karol;Anyzkiewicz;Politechnika Królewska;10;Kędzierzyn-Koźle 81-133;II;2274;81-133;Kędzierzyn-Koźle;;81-133;Kędzierzyn-Koźle;3;73;
730;Ksenia;Kadziola;Uniwersytet Królewski;10;Skierniewice 18-665;V;2742;18-665;Skierniewice;;18-665;Skierniewice;5;165;
731;Lechoslaw;Nowakowicz;Uniwersytet Królewski;10;Jeżewo 53-780;II;1084;53-780;Jeżewo;;53-780;Jeżewo;5;65;
732;Bronislawa;Michalska;Politechnika Informatyczno-Elektroniczna;10;Zawiercie 58-922;II;3097;58-922;Zawiercie;;58-922;Zawiercie;2;215;
733;Marta;Czerny;Uniwersytet Królewski;10;Tarnowskie Góry 24-243;I;394;24-243;Tarnowskie Góry;;24-243;Tarnowskie Góry;5;186;
734;Helena;Kotlarz;Politechnika Informatyczno-Elektroniczna;10;Szczyrk 75-361;I;559;75-361;Szczyrk;;75-361;Szczyrk;2;180;
735;Michal;Galas;Politechnika Informatyczno-Elektroniczna;10;Bydgoszcz 29-199;I;2461;29-199;Bydgoszcz;;29-199;Bydgoszcz;2;17;
736;Robert;Tomaszewski;Politechnika Królewska;10;Wisła 99-436;IV;1511;99-436;Wisła;;99-436;Wisła;3;202;
737;Karol;Boran;Uniwersytet Królewski;10;Sucha Beskidzka 98-902;I;2190;98-902;Sucha Beskidzka;;98-902;Sucha Beskidzka;5;173;
738;Agnieszka;Mordak;Uniwersytet Rolniczy;10;Tworóg 62-560;II;3292;62-560;Tworóg;;62-560;Tworóg;8;192;
739;Tomasz;Suder;Uniwersytet Królewski;10;Kielce 04-274;I;2998;04-274;Kielce;;04-274;Kielce;5;75;
740;Stefan;Polanicki;Uniwersytet Królewski;10;Wodzisław Sląski 83-544;II;770;83-544;Wodzisław Sląski;;83-544;Wodzisław Sląski;5;206;
741;Roman;Kolek;Politechnika Informatyczno-Elektroniczna;10;Limanowa 65-385;I;674;65-385;Limanowa;;65-385;Limanowa;2;100;
742;Magdalena;Peciak;Uniwersytet Ekonomiczny;10;Ogrodzieniec 82-082;I;2024;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;4;129;
743;Michal;Czajczyk;Politechnika Królewska;10;Kraśnik 90-749;I;3080;90-749;Kraśnik;;90-749;Kraśnik;3;88;
744;Natasza;Rudnicka;Uniwersytet Królewski;10;Biała Podlaska 00-425;III;1178;00-425;Biała Podlaska;;00-425;Biała Podlaska;5;8;
745;Wojciech;Kwiecien;Uniwersytet Królewski;10;Jelenia Góra 14-742;II;956;14-742;Jelenia Góra;;14-742;Jelenia Góra;5;64;
746;Michal;Kurtyka;Politechnika Informatyczno-Elektroniczna;10;Nowy Sącz 62-813;IV;1445;62-813;Nowy Sącz;;62-813;Nowy Sącz;2;124;
747;Agnieszka;Dziernanowska;Politechnika Królewska;10;Krosno 80-338;I;2982;80-338;Krosno;;80-338;Krosno;3;89;
748;Danuta;Bodnar;Politechnika Informatyczno-Elektroniczna;10;Żory 29-724;III;1543;29-724;Żory;;29-724;Żory;2;218;
749;Bartosz;Gasior;Uniwersytet Ekonomiczny;10;Wejherowo 68-209;I;2138;68-209;Wejherowo;;68-209;Wejherowo;4;200;
750;Tadeusz;Staron;Politechnika Informatyczno-Elektroniczna;10;Rabka 30-698;IV;2198;30-698;Rabka;;30-698;Rabka;2;152;
751;Andrzej;Kacperski;Politechnika Informatyczno-Elektroniczna;10;Mysłowice 13-220;I;2370;13-220;Mysłowice;;13-220;Mysłowice;2;121;
752;Kinga;Krol;Politechnika Informatyczno-Elektroniczna;10;Kogutek 99-754;III;3262;99-754;Kogutek;;99-754;Kogutek;2;80;
753;Katarzyna;Biedka;Politechnika Królewska;10;Bielsk Podlaski 96-087;I;2705;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;3;11;
754;Alina;Wolowiec;Uniwersytet Rolniczy;10;Sucha Beskidzka 98-902;I;2760;98-902;Sucha Beskidzka;;98-902;Sucha Beskidzka;8;173;
755;Szymon;Boruta;Akademia Sztuk Pięknych;#N/D;Nowy Sącz 62-813;V;945;62-813;Nowy Sącz;;62-813;Nowy Sącz;1;124;
756;Miroslawa;Prawy;Politechnika Informatyczno-Elektroniczna;10;Włodowice 37-089;V;3156;37-089;Włodowice;;37-089;Włodowice;2;205;
757;Malgorzata;Bronislawska;Politechnika Królewska;10;Jaworzynka 56-921;I;735;56-921;Jaworzynka;;56-921;Jaworzynka;3;62;
758;Szymon;Perczynski;Uniwersytet Ekonomiczny;10;Katowice 72-241;III;1216;72-241;Katowice;;72-241;Katowice;4;71;
759;Jowita;Farcik;Uniwersytet Królewski;10;Koniaków 34-607;IV;2443;34-607;Koniaków;;34-607;Koniaków;5;82;
760;Agnieszka;Chmielarz;Politechnika Informatyczno-Elektroniczna;10;Wolbrom 46-174;I;2139;46-174;Wolbrom;;46-174;Wolbrom;2;208;
761;Artur;Chodyrak;Uniwersytet Królewski;10;Kety 36-844;I;2338;36-844;Kety;;36-844;Kety;5;72;
762;Piotr;Wojcik;Uniwersytet Królewski;10;Przemyśl 38-959;II;1625;38-959;Przemyśl;;38-959;Przemyśl;5;147;
763;Janusz;Gajda;Uniwersytet Królewski;10;Pilica 15-308;V;2262;15-308;Pilica;;15-308;Pilica;5;139;
764;Barbara;Chrzanowska;Politechnika Informatyczno-Elektroniczna;10;Świętochłowice 38-932;I;997;38-932;Świętochłowice;;38-932;Świętochłowice;2;183;
765;Pawel;Janicki;Politechnika Informatyczno-Elektroniczna;10;Mysłowice 13-220;V;1067;13-220;Mysłowice;;13-220;Mysłowice;2;121;
766;Dariusz;Chrascik;Uniwersytet Królewski;10;Kuźnia Raciborska 78-122;IV;3152;78-122;Kuźnia Raciborska;;78-122;Kuźnia Raciborska;5;94;
